loss,binary_accuracy,val_loss,val_binary_accuracy
0.7173280119895935,0.4553191363811493,0.7091406583786011,0.4651162922382355
0.6808122396469116,0.5707446932792664,0.6568648219108582,0.6744186282157898
0.6501038074493408,0.6686170101165771,0.6118227243423462,0.8209302425384521
0.62349933385849,0.7255319356918335,0.5765095353126526,0.8488371968269348
0.6004260778427124,0.7627659440040588,0.546046257019043,0.8720930218696594
0.5800842642784119,0.7781915068626404,0.5213138461112976,0.8744186162948608
0.5621248483657837,0.792553186416626,0.501883864402771,0.8767442107200623
0.5459969639778137,0.806382954120636,0.4835101068019867,0.8767442107200623
0.5310409665107727,0.8122340440750122,0.4677266776561737,0.8837209343910217
0.517771303653717,0.818617045879364,0.45276734232902527,0.8906976580619812
0.5056567788124084,0.8212766051292419,0.4402041733264923,0.8883720636367798
0.49433183670043945,0.8244680762290955,0.4292178750038147,0.8906976580619812
0.48395833373069763,0.8292553424835205,0.4206382930278778,0.8837209343910217
0.47414207458496094,0.8308510780334473,0.4110986888408661,0.8837209343910217
0.46545231342315674,0.8372340202331543,0.4015244245529175,0.8813953399658203
0.4572153389453888,0.839893639087677,0.39711758494377136,0.8744186162948608
0.44950196146965027,0.8361701965332031,0.3894506096839905,0.8813953399658203
0.4422183930873871,0.8414893746376038,0.38315168023109436,0.8813953399658203
0.4352852702140808,0.8515957593917847,0.3793668746948242,0.8790697455406189
0.4287036657333374,0.8595744967460632,0.37163135409355164,0.8837209343910217
0.42277079820632935,0.8595744967460632,0.3685450255870819,0.8790697455406189
0.4170589745044708,0.8627659678459167,0.36309006810188293,0.8860465288162231
0.4114580452442169,0.8643617033958435,0.3588508069515228,0.8860465288162231
0.40631499886512756,0.8659574389457703,0.3534850478172302,0.8883720636367798
0.4013262689113617,0.8686169981956482,0.35008010268211365,0.8790697455406189
0.39657068252563477,0.867553174495697,0.3461816608905792,0.8767442107200623
0.39218494296073914,0.867553174495697,0.341785192489624,0.8767442107200623
0.38779568672180176,0.8718085289001465,0.3397471010684967,0.8744186162948608
0.38370758295059204,0.8734042644500732,0.3372279703617096,0.8744186162948608
0.379815936088562,0.8744680881500244,0.33341753482818604,0.8744186162948608
0.3760702610015869,0.8755319118499756,0.3311823308467865,0.8720930218696594
0.37236273288726807,0.8771276473999023,0.32868143916130066,0.8744186162948608
0.368796169757843,0.875,0.3243699073791504,0.8813953399658203
0.3659135401248932,0.8739361763000488,0.322710782289505,0.8720930218696594
0.3622928559780121,0.8760638236999512,0.3180583119392395,0.8837209343910217
0.3593333065509796,0.8760638236999512,0.31705784797668457,0.8767442107200623
0.3562350273132324,0.8781914710998535,0.3133932054042816,0.8837209343910217
0.353232741355896,0.8760638236999512,0.3121267259120941,0.8767442107200623
0.3504742980003357,0.8781914710998535,0.30959242582321167,0.8790697455406189
0.3477107584476471,0.8787233829498291,0.30835407972335815,0.8813953399658203
0.3451283276081085,0.8792552947998047,0.3059251010417938,0.8813953399658203
0.34248051047325134,0.8792552947998047,0.3033497929573059,0.8906976580619812
0.33993837237358093,0.8787233829498291,0.3020961284637451,0.8906976580619812
0.3376232385635376,0.8803191781044006,0.30072227120399475,0.8860465288162231
0.3352185785770416,0.8803191781044006,0.29896822571754456,0.8883720636367798
0.33296632766723633,0.8803191781044006,0.2955421507358551,0.8906976580619812
0.3307434618473053,0.8803191781044006,0.29450806975364685,0.8930232524871826
0.32848861813545227,0.8808510899543762,0.29430341720581055,0.8883720636367798
0.3263890743255615,0.882446825504303,0.29275909066200256,0.8906976580619812
0.3243246078491211,0.8845744729042053,0.28964418172836304,0.8930232524871826
0.32261961698532104,0.8813830018043518,0.2868488132953644,0.8930232524871826
0.3204391598701477,0.8851063847541809,0.28641027212142944,0.895348846912384
0.31859511137008667,0.8829787373542786,0.28524866700172424,0.895348846912384
0.3169236183166504,0.8851063847541809,0.28481465578079224,0.8906976580619812
0.31475672125816345,0.8845744729042053,0.2822357416152954,0.895348846912384
0.3130720555782318,0.8851063847541809,0.2814476788043976,0.895348846912384
0.3113730549812317,0.8856382966041565,0.27982717752456665,0.895348846912384
0.30961161851882935,0.8856382966041565,0.2784065306186676,0.895348846912384
0.30795347690582275,0.8856382966041565,0.2768247127532959,0.895348846912384
0.30619388818740845,0.88882976770401,0.27538883686065674,0.895348846912384
0.30453887581825256,0.8877659440040588,0.2748069167137146,0.895348846912384
0.3030116856098175,0.8877659440040588,0.2738583981990814,0.895348846912384
0.3014683425426483,0.8904255032539368,0.27266526222229004,0.895348846912384
0.29992640018463135,0.8898935914039612,0.2720554769039154,0.895348846912384
0.2985023558139801,0.88882976770401,0.27051839232444763,0.895348846912384
0.2969527542591095,0.8904255032539368,0.2691344618797302,0.8976744413375854
0.2954696714878082,0.8909574747085571,0.2695119380950928,0.8930232524871826
0.29419347643852234,0.8909574747085571,0.2678111791610718,0.895348846912384
0.2925863564014435,0.8914893865585327,0.2652907967567444,0.8976744413375854
0.29122915863990784,0.8914893865585327,0.2643548250198364,0.8976744413375854
0.29009974002838135,0.8914893865585327,0.26457637548446655,0.895348846912384
0.28863513469696045,0.8909574747085571,0.26186493039131165,0.8976744413375854
0.28729674220085144,0.8909574747085571,0.2622350752353668,0.895348846912384
0.2859116196632385,0.8920212984085083,0.2602914869785309,0.8999999761581421
0.2846700847148895,0.8925532102584839,0.260116308927536,0.895348846912384
0.2833682894706726,0.8930851221084595,0.25919800996780396,0.8976744413375854
0.28224125504493713,0.8920212984085083,0.25785118341445923,0.8999999761581421
0.2809344530105591,0.8930851221084595,0.25762420892715454,0.8976744413375854
0.2798168361186981,0.8936170339584351,0.25629884004592896,0.8999999761581421
0.27866148948669434,0.8941489458084106,0.2546452581882477,0.9023255705833435
0.2774774730205536,0.8941489458084106,0.254268079996109,0.9023255705833435
0.2761901319026947,0.8946808576583862,0.25351572036743164,0.9023255705833435
0.275155246257782,0.8941489458084106,0.2528904676437378,0.9023255705833435
0.2740243971347809,0.8941489458084106,0.25154557824134827,0.9023255705833435
